ID,group,condition,meanERP
3,1,1,1.72345328330994
4,1,1,0.978897094726562
5,1,1,0.665611267089844
6,1,1,-0.854631423950195
7,1,1,0.914248406887054
8,1,1,0.992191910743713
10,1,1,1.96069490909576
13,1,1,4.15609836578369
14,1,1,2.2568085193634
18,1,1,0.0415020287036896
19,1,1,0.665306985378265
20,1,1,1.40820932388306
22,1,1,0.0981142669916153
23,1,1,0.286360234022141
24,1,1,1.1772004365921
42,1,1,0.595470070838928
44,1,1,0.103718087077141
3,1,2,-0.00285518635064363
4,1,2,1.40366113185883
5,1,2,0.177358642220497
6,1,2,-2.06056642532349
7,1,2,-0.836684584617615
8,1,2,0.295384436845779
10,1,2,1.09448397159576
13,1,2,-0.716338932514191
14,1,2,-1.42350733280182
18,1,2,-0.489356905221939
19,1,2,-0.427611857652664
20,1,2,0.0376451388001442
22,1,2,0.481337457895279
23,1,2,0.290571093559265
24,1,2,3.24957203865051
42,1,2,-0.736304104328156
44,1,2,-2.25628781318665
41,2,1,1.73761761188507
38,2,1,0.492370277643204
50,2,1,-0.408907979726791
9,2,1,1.48293125629425
27,2,1,-1.62636697292328
47,2,1,-0.0439379476010799
36,2,1,-0.675667285919189
32,2,1,0.988029539585114
43,2,1,0.621550559997559
48,2,1,-0.577282965183258
28,2,1,1.7717365026474
35,2,1,1.10320794582367
37,2,1,-4.42069292068481
29,2,1,-0.643585503101349
49,2,1,-1.63688337802887
2,2,1,-0.0726092085242271
30,2,1,-0.613751947879791
46,2,1,-1.58837497234344
39,2,1,4.29338121414185
1,2,1,1.47810924053192
41,2,2,0.171066984534264
38,2,2,3.14212608337402
50,2,2,-2.86506938934326
9,2,2,6.94069480895996
27,2,2,-0.399773091077805
47,2,2,0.127553626894951
36,2,2,-1.82215476036072
32,2,2,0.608074426651001
43,2,2,1.76235449314117
48,2,2,0.388665527105331
28,2,2,3.56036567687988
35,2,2,0.15326201915741
37,2,2,-1.81189751625061
29,2,2,-3.25404167175293
49,2,2,-2.85455989837646
2,2,2,1.52170324325562
30,2,2,-0.342653632164001
46,2,2,5.88689279556274
39,2,2,0.505249857902527
1,2,2,0.375071614980698
